w0
68wgenerous portion cheap food delicious tried karrage meat tender melts mouth tomato salad shoyu glazed salmon unique orange pieces adds interesting taste
69wfood good service staff friendly nice definitely recommending friends
70w"chanced upon restaurant punggol love crispy outer juicy inner chicken karrage fries well done definitely returning try"
71w"ordered company gathering food came hot fresh mention super tasty food came time take phone call order itís island wide free delivery itís really worth itcanít wait order next gathering"
72wpork n chucky fries nicer n fries highly recommended
73wgood food better previous stall
74wfood prices affordable
75wrun good guys alliance
76wguys stall super nice friendly
77wimpressed pork belly katsu opted
78wchunks fresh local tomatoes japanese cucumber dressed goma sauce primary components
79w"left pretty impressed offer ó execution eggs particularly noteworthy"
80wbeef tender unctuous
81wquite interested thunder crunchy fries comes either homemade curry sauce mentaiko sauce ó something pretty keen try subsequent visit
82w"japanese spicy powder also sprinkled top provide donburi slight hint spiciness ó enough tickle tastebuds without overwhelming entire dish"
83welement sealed deal us runny egg simmered dashi broth alongside onions ó incredibly runny silky
84wsoft scrambled eggs onion perfectly cooked
85wevery bite flavour packed
